user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood,sleep_quantile,day_of_week,below_avg_sleep,workout_intensity
461,2024-04-08,21466,3473.74,15.79,1072,0.4,99,,Rain,Home,Stressed,0,Monday,1,
591,2023-01-10,13174,2547.59,15.24,1163,0.9,148,Walking,Rain,Office,Happy,0,Tuesday,1,Low
406,2023-01-18,24009,2851.73,11.14,917,2.8,151,Walking,Rain,Gym,Tired,0,Wednesday,1,Low
889,2023-03-17,21979,2141.28,11.62,1386,2.1,168,Cycling,Fog,Office,Stressed,0,Friday,1,Medium
722,2025-01-27,12537,2229.07,9.54,638,1.7,119,Running,Fog,Park,Neutral,0,Monday,1,High
846,2025-01-25,10612,1542.44,2.66,518,0.0,77,Cycling,Fog,Office,Tired,0,Saturday,1,Medium
605,2023-12-16,21241,2264.96,2.85,269,0.9,68,,Rain,Other,Neutral,0,Saturday,1,
926,2023-04-08,15091,3610.52,8.43,954,0.7,94,Cycling,Snow,Office,Happy,0,Saturday,1,Medium
762,2025-06-15,4485,2431.4,17.38,223,2.0,69,,Rain,Park,Happy,0,Sunday,1,
802,2025-04-02,6208,3580.15,3.38,653,1.0,159,Swimming,Fog,Other,Stressed,0,Wednesday,1,Medium
287,2024-08-28,2207,2776.24,7.84,157,0.6,124,Cycling,Rain,Gym,Happy,0,Wednesday,1,Medium
441,2023-11-17,16242,3413.25,3.62,622,1.7,77,Gym Workout,Rain,Gym,Neutral,0,Friday,1,High
214,2024-05-29,3713,2082.43,3.72,1057,2.8,159,Gym Workout,Clear,Other,Tired,0,Wednesday,1,High
343,2024-07-12,13716,2682.13,2.22,1125,1.4,75,,Rain,Office,Stressed,0,Friday,1,
922,2024-12-23,9995,2031.64,11.44,686,3.0,95,Swimming,Clear,Gym,Neutral,0,Monday,1,Medium
197,2023-09-19,4889,3733.42,1.28,1242,1.5,88,Swimming,Fog,Home,Tired,0,Tuesday,1,Medium
206,2023-09-22,26424,1825.76,2.92,1222,2.0,128,Gym Workout,Fog,Park,Tired,0,Friday,1,High
571,2023-05-15,21369,2388.08,0.62,6,1.9,160,Swimming,Fog,Gym,Happy,0,Monday,1,Medium
292,2024-01-09,23642,2265.58,3.37,529,2.3,66,Walking,Rain,Other,Neutral,0,Tuesday,1,Low
467,2023-05-22,16449,1658.0,14.7,39,0.5,153,Running,Clear,Home,Stressed,0,Monday,1,High
438,2023-12-17,3672,3494.38,11.91,407,1.3,142,Cycling,Snow,Gym,Tired,0,Sunday,1,Medium
286,2024-06-04,14217,3389.47,5.29,84,1.7,89,Walking,Rain,Gym,Stressed,0,Tuesday,1,Low
799,2023-01-04,29095,3434.41,0.61,661,2.4,97,Yoga,Fog,Office,Stressed,0,Wednesday,1,Low
809,2024-04-19,4535,3119.79,13.14,575,1.7,147,Yoga,Clear,Office,Neutral,0,Friday,1,Low
924,2023-06-25,22730,3121.62,18.08,1430,1.2,74,Running,Rain,Other,Neutral,0,Sunday,1,High
650,2024-03-27,4886,3955.1,7.01,1431,1.0,163,Gym Workout,Snow,Other,Stressed,0,Wednesday,1,High
353,2023-10-02,891,1505.72,8.55,631,1.2,117,Cycling,Rain,Home,Happy,0,Monday,1,Medium
14,2023-02-18,3203,3207.83,4.04,928,2.3,139,Running,Clear,Office,Neutral,0,Saturday,1,High
964,2023-09-23,20309,2445.91,18.3,746,1.8,140,,Clear,Home,Neutral,0,Saturday,1,
759,2024-12-13,22840,2456.03,8.27,818,1.2,144,,Rain,Other,Neutral,0,Friday,1,
485,2023-01-25,2795,3019.32,16.03,1236,1.1,98,Swimming,Fog,Home,Tired,0,Wednesday,1,Medium
71,2025-07-10,20065,2011.71,12.56,462,1.9,157,Cycling,Clear,Park,Tired,0,Thursday,1,Medium
819,2023-01-30,23182,2110.86,5.0,797,0.0,97,Gym Workout,Clear,Gym,Neutral,0,Monday,1,High
328,2025-08-09,13141,2904.98,16.92,510,0.3,82,Gym Workout,Fog,Other,Happy,0,Saturday,1,High
447,2025-01-25,29186,2053.35,11.32,1412,0.4,112,Cycling,Snow,Home,Happy,0,Saturday,1,Medium
615,2023-07-07,3861,1512.02,3.44,56,0.6,166,Gym Workout,Rain,Park,Happy,0,Friday,1,High
995,2023-06-17,25006,2789.21,8.2,1132,2.5,78,Gym Workout,Snow,Other,Tired,0,Saturday,1,High
257,2023-01-28,25376,1562.8,14.43,364,1.7,101,Running,Rain,Gym,Stressed,0,Saturday,1,High
995,2024-06-14,24799,3677.8,4.88,964,2.4,179,,Rain,Other,Neutral,0,Friday,1,
482,2024-04-01,9623,1868.75,12.22,711,2.6,128,Running,Fog,Gym,Happy,0,Monday,1,High
429,2025-09-25,22642,1649.62,13.36,413,1.0,139,Gym Workout,Snow,Home,Tired,0,Thursday,1,High
417,2025-03-12,20533,3524.35,3.79,1202,2.3,167,Cycling,Snow,Other,Stressed,0,Wednesday,1,Medium
172,2024-03-25,24825,2346.82,1.51,1290,1.5,169,Swimming,Rain,Gym,Happy,0,Monday,1,Medium
221,2023-03-21,25462,2671.36,19.53,119,2.4,170,Walking,Clear,Other,Happy,0,Tuesday,1,Low
503,2025-09-12,19599,1890.91,1.16,928,0.3,159,Running,Rain,Other,Happy,0,Friday,1,High
84,2024-07-11,22512,3419.79,7.91,1310,2.9,139,,Fog,Gym,Neutral,0,Thursday,1,
296,2025-04-15,11997,3695.32,18.96,588,1.7,177,Walking,Clear,Home,Neutral,0,Tuesday,1,Low
212,2023-05-09,29804,1903.44,11.18,512,1.3,103,,Snow,Park,Happy,0,Tuesday,1,
568,2024-04-03,12033,3444.77,14.77,932,1.5,66,Yoga,Fog,Office,Neutral,0,Wednesday,1,Low
49,2024-03-28,21756,1583.5,15.97,657,0.9,133,,Fog,Home,Tired,0,Thursday,1,
973,2024-08-03,19061,2886.94,10.62,290,1.5,71,Gym Workout,Rain,Park,Happy,0,Saturday,1,High
129,2023-03-27,25808,3999.78,10.56,1091,2.0,147,,Rain,Park,Neutral,0,Monday,1,
429,2025-04-28,14743,1961.13,8.65,891,1.8,107,,Fog,Gym,Tired,0,Monday,1,
836,2025-07-11,19889,2308.45,3.32,1043,0.7,84,Gym Workout,Rain,Office,Neutral,0,Friday,1,High
918,2024-06-01,5464,2983.94,11.11,149,1.3,89,,Rain,Other,Neutral,0,Saturday,1,
421,2023-09-18,13036,2395.36,7.28,573,0.5,99,Running,Rain,Other,Tired,0,Monday,1,High
758,2023-01-12,27910,1717.56,7.58,576,0.6,140,Yoga,Snow,Other,Tired,0,Thursday,1,Low
380,2025-02-26,13037,2574.41,4.68,521,1.2,81,Cycling,Snow,Park,Happy,0,Wednesday,1,Medium
801,2024-11-28,1084,3312.48,2.29,452,0.9,107,Walking,Snow,Other,Tired,0,Thursday,1,Low
806,2024-07-27,13168,2238.87,10.72,236,2.6,134,Cycling,Snow,Office,Tired,0,Saturday,1,Medium
517,2024-09-19,3291,3291.08,9.99,166,0.3,66,Yoga,Snow,Gym,Tired,0,Thursday,1,Low
195,2024-11-04,17328,3218.47,1.97,265,1.2,117,Swimming,Clear,Other,Neutral,0,Monday,1,Medium
646,2024-08-29,15,2810.67,14.28,707,0.8,71,Gym Workout,Clear,Other,Neutral,0,Thursday,1,High
753,2024-01-12,9715,1567.14,6.9,763,3.0,66,,Rain,Gym,Stressed,0,Friday,1,
332,2025-04-05,23235,2934.85,5.17,1125,2.9,129,Walking,Rain,Other,Happy,0,Saturday,1,Low
464,2025-03-23,3768,2274.57,12.89,780,3.0,142,,Fog,Office,Stressed,0,Sunday,1,
748,2024-11-27,18443,3151.46,13.6,1054,2.8,167,Running,Clear,Office,Tired,0,Wednesday,1,High
593,2023-11-03,678,2604.14,17.6,875,0.1,111,Gym Workout,Rain,Office,Happy,0,Friday,1,High
493,2023-11-19,10647,1910.01,5.75,116,1.1,96,Walking,Clear,Home,Happy,0,Sunday,1,Low
918,2023-03-06,25547,1616.41,4.84,1179,2.6,76,Cycling,Fog,Office,Tired,0,Monday,1,Medium
731,2025-02-24,504,3735.29,6.32,0,1.1,79,Swimming,Rain,Gym,Neutral,0,Monday,1,Medium
49,2024-10-23,19111,3678.2,19.3,238,2.4,151,Swimming,Snow,Home,Neutral,0,Wednesday,1,Medium
376,2024-04-07,19383,3987.91,8.87,980,1.2,169,Yoga,Snow,Office,Neutral,0,Sunday,1,Low
742,2023-10-01,3813,2792.29,12.11,831,2.0,109,Walking,Clear,Office,Happy,0,Sunday,1,Low
325,2024-12-19,28430,2797.86,13.12,707,0.9,152,Walking,Rain,Gym,Happy,0,Thursday,1,Low
631,2024-04-19,14784,3662.63,17.19,1222,3.0,145,Gym Workout,Snow,Office,Stressed,0,Friday,1,High
626,2025-05-25,12245,3545.43,7.78,264,1.8,84,Running,Fog,Gym,Neutral,0,Sunday,1,High
521,2024-06-12,20015,3315.14,11.59,1417,2.7,110,Yoga,Clear,Office,Tired,0,Wednesday,1,Low
453,2023-05-12,7773,3451.23,17.39,68,1.5,94,Running,Fog,Park,Stressed,0,Friday,1,High
563,2023-01-05,26947,1954.14,18.74,530,0.6,117,Gym Workout,Fog,Other,Tired,0,Thursday,1,High
34,2025-03-30,14310,2994.4,3.68,1101,0.3,73,Gym Workout,Snow,Park,Happy,0,Sunday,1,High
237,2024-10-03,29149,1548.03,0.6,1167,2.5,60,Swimming,Clear,Home,Neutral,0,Thursday,1,Medium
156,2024-06-28,27818,2365.56,2.0,491,1.4,67,Cycling,Clear,Office,Stressed,0,Friday,1,Medium
68,2025-07-23,19689,2618.96,19.22,1015,1.0,105,Cycling,Rain,Other,Stressed,0,Wednesday,1,Medium
404,2025-03-10,7365,2027.94,19.9,392,2.6,163,Swimming,Rain,Park,Happy,0,Monday,1,Medium
649,2025-05-28,2242,1892.24,7.93,1363,0.8,97,Swimming,Fog,Home,Stressed,0,Wednesday,1,Medium
706,2025-02-13,12642,1643.75,18.47,892,0.4,176,Gym Workout,Clear,Park,Tired,0,Thursday,1,High
338,2024-11-04,19481,3634.48,4.2,1410,0.6,130,Cycling,Snow,Park,Stressed,0,Monday,1,Medium
233,2025-07-30,17291,3598.52,0.84,872,0.1,116,Yoga,Fog,Home,Stressed,0,Wednesday,1,Low
256,2023-08-27,28838,1822.74,10.28,1439,0.7,123,Swimming,Fog,Office,Tired,0,Sunday,1,Medium
779,2024-03-11,1282,3428.1,14.31,755,0.9,136,Walking,Snow,Park,Neutral,0,Monday,1,Low
564,2023-05-21,22247,3508.24,12.7,514,0.6,150,Swimming,Rain,Park,Happy,0,Sunday,1,Medium
352,2023-06-18,27519,3345.1,11.56,226,2.9,120,Walking,Snow,Gym,Happy,0,Sunday,1,Low
672,2023-09-08,11105,2544.41,2.4,1096,1.6,88,Yoga,Fog,Office,Stressed,0,Friday,1,Low
390,2023-08-27,16623,1718.79,0.17,1028,1.4,142,Walking,Clear,Park,Neutral,0,Sunday,1,Low
632,2023-01-30,24758,3111.6,16.54,541,3.0,105,Gym Workout,Clear,Other,Happy,0,Monday,1,High
854,2024-10-23,24614,2350.53,1.4,664,1.5,67,,Fog,Gym,Neutral,0,Wednesday,1,
245,2023-06-15,19163,2426.77,18.64,21,1.2,84,Gym Workout,Fog,Other,Stressed,0,Thursday,1,High
323,2025-03-10,5076,2790.2,1.98,334,0.9,72,Yoga,Fog,Other,Neutral,0,Monday,1,Low
558,2023-02-11,5955,3580.31,5.03,1335,0.8,154,Running,Clear,Home,Neutral,0,Saturday,1,High
935,2023-02-08,19249,3793.89,15.5,699,1.1,166,,Fog,Home,Happy,0,Wednesday,1,
299,2024-05-19,12791,1819.83,12.42,445,0.8,163,,Fog,Office,Tired,0,Sunday,1,
370,2024-12-02,28526,3757.24,2.98,399,1.6,124,,Clear,Other,Tired,0,Monday,1,
947,2023-04-16,21130,1577.51,4.85,86,1.3,163,Gym Workout,Clear,Office,Happy,0,Sunday,1,High
516,2023-07-01,1239,3146.88,4.38,68,2.4,119,Walking,Clear,Other,Happy,0,Saturday,1,Low
325,2025-05-07,19487,1841.89,9.48,804,2.7,165,Yoga,Clear,Home,Stressed,0,Wednesday,1,Low
211,2023-12-31,8982,3458.85,4.4,845,0.0,106,Gym Workout,Fog,Other,Tired,0,Sunday,1,High
420,2025-06-22,21606,2430.24,18.5,509,1.0,83,Gym Workout,Rain,Other,Tired,0,Sunday,1,High
922,2024-04-16,21068,1803.52,15.21,1267,2.1,73,Walking,Snow,Home,Tired,0,Tuesday,1,Low
500,2025-06-20,1928,3823.87,16.92,22,2.2,142,Cycling,Fog,Home,Neutral,0,Friday,1,Medium
27,2024-11-16,17946,3740.62,4.17,675,0.4,121,Cycling,Clear,Gym,Happy,0,Saturday,1,Medium
970,2025-04-24,2994,3722.52,9.54,1174,2.9,172,Cycling,Snow,Office,Happy,0,Thursday,1,Medium
171,2025-07-27,3720,2345.58,8.99,1208,0.4,126,Swimming,Rain,Home,Happy,0,Sunday,1,Medium
88,2025-02-17,2707,3395.06,10.43,1095,1.0,84,Walking,Fog,Home,Stressed,0,Monday,1,Low
754,2023-08-06,20481,2885.74,14.49,543,0.1,124,Yoga,Rain,Other,Stressed,0,Sunday,1,Low
466,2025-07-28,18561,3145.66,14.01,1092,2.8,141,Gym Workout,Fog,Office,Tired,0,Monday,1,High
42,2025-02-19,16033,1951.04,3.41,1401,2.0,112,Yoga,Rain,Home,Happy,0,Wednesday,1,Low
120,2024-07-30,6372,3312.46,18.56,864,0.9,74,,Snow,Home,Neutral,0,Tuesday,1,
212,2024-08-16,11676,2091.81,11.67,96,2.6,127,Yoga,Snow,Park,Stressed,0,Friday,1,Low
739,2024-06-10,9991,1877.45,2.38,505,1.3,96,Running,Snow,Park,Stressed,0,Monday,1,High
40,2024-08-26,11729,3690.1,17.6,609,3.0,93,,Fog,Park,Stressed,0,Monday,1,
658,2025-07-03,7629,3773.88,17.83,604,2.9,153,Cycling,Rain,Other,Happy,0,Thursday,1,Medium
961,2023-01-09,19004,2900.4,10.7,840,0.2,156,Gym Workout,Fog,Home,Tired,0,Monday,1,High
608,2023-02-03,22751,2412.19,15.09,760,3.0,66,Cycling,Snow,Gym,Stressed,0,Friday,1,Medium
271,2023-11-19,19047,1931.2,9.38,1290,1.8,161,Yoga,Clear,Gym,Happy,0,Sunday,1,Low
328,2023-03-04,17843,2300.15,3.0,827,1.2,138,Gym Workout,Snow,Other,Tired,0,Saturday,1,High
810,2024-02-13,3723,1726.55,6.26,1228,1.1,178,Swimming,Fog,Office,Tired,0,Tuesday,1,Medium
484,2024-02-04,5945,2970.84,13.23,143,2.4,83,Walking,Clear,Home,Happy,0,Sunday,1,Low
962,2025-07-22,11618,2698.73,7.55,546,0.2,105,Cycling,Fog,Home,Happy,0,Tuesday,1,Medium
684,2024-05-07,13138,1883.46,18.23,1174,2.8,69,,Fog,Gym,Tired,0,Tuesday,1,
935,2025-09-07,20759,2522.6,18.37,1061,0.6,125,,Clear,Home,Tired,0,Sunday,1,
648,2024-05-19,16311,2291.89,13.91,805,0.1,160,Gym Workout,Rain,Park,Stressed,0,Sunday,1,High
848,2024-01-17,19716,2306.41,8.82,424,2.6,141,Yoga,Rain,Gym,Happy,0,Wednesday,1,Low
299,2024-05-22,9051,1510.37,1.16,734,0.3,70,Walking,Fog,Park,Stressed,0,Wednesday,1,Low
968,2023-05-10,1962,2796.88,5.71,592,0.5,126,Cycling,Rain,Home,Happy,0,Wednesday,1,Medium
107,2025-02-23,27940,2457.73,7.74,630,0.6,178,Gym Workout,Fog,Gym,Tired,0,Sunday,1,High
899,2023-05-29,4802,2683.94,0.2,233,2.9,96,Gym Workout,Snow,Office,Tired,0,Monday,1,High
498,2025-01-02,15361,2074.08,3.15,369,0.1,60,Swimming,Rain,Home,Happy,0,Thursday,1,Medium
63,2025-04-14,2156,3511.95,19.4,178,0.6,118,Running,Rain,Park,Happy,0,Monday,1,High
559,2023-11-07,27379,1925.87,9.81,262,2.9,80,Yoga,Rain,Other,Tired,0,Tuesday,1,Low
407,2025-08-26,5716,1823.48,4.77,284,0.7,162,,Snow,Gym,Stressed,0,Tuesday,1,
724,2023-07-24,22969,1963.38,8.69,123,1.7,161,Gym Workout,Snow,Park,Stressed,0,Monday,1,High
365,2025-02-09,3859,3860.98,17.81,548,0.6,63,Running,Clear,Other,Neutral,0,Sunday,1,High
632,2024-08-26,21227,1750.96,18.66,1365,1.0,100,Swimming,Snow,Other,Neutral,0,Monday,1,Medium
873,2024-12-03,12545,3014.09,5.24,179,0.3,179,Yoga,Rain,Gym,Tired,0,Tuesday,1,Low
89,2023-04-29,21338,3410.49,6.81,483,2.2,88,Running,Rain,Park,Stressed,0,Saturday,1,High
524,2025-01-01,21658,1504.28,15.78,906,1.8,175,Walking,Rain,Gym,Tired,0,Wednesday,1,Low
29,2024-01-05,23185,3593.47,0.54,964,1.7,155,,Rain,Home,Neutral,0,Friday,1,
755,2025-04-18,18635,2909.37,2.24,937,0.1,60,Walking,Snow,Home,Tired,0,Friday,1,Low
784,2025-02-25,17167,2758.18,8.14,783,0.2,146,Yoga,Rain,Park,Happy,0,Tuesday,1,Low
434,2023-06-25,4847,2734.61,19.28,1367,2.9,97,Swimming,Clear,Park,Stressed,0,Sunday,1,Medium
816,2025-04-15,5634,2399.29,15.93,373,1.0,158,,Snow,Other,Happy,0,Tuesday,1,
410,2023-04-11,22041,2833.63,13.77,894,0.2,73,,Snow,Gym,Tired,0,Tuesday,1,
778,2025-03-05,22065,2043.49,12.25,975,2.7,120,Yoga,Snow,Other,Neutral,0,Wednesday,1,Low
477,2023-11-05,23144,3690.66,0.82,308,1.5,89,Walking,Clear,Gym,Neutral,0,Sunday,1,Low
918,2023-03-24,25222,1817.18,9.18,749,1.1,87,Gym Workout,Rain,Office,Tired,0,Friday,1,High
231,2023-11-22,21370,2645.78,16.0,105,2.7,108,Gym Workout,Clear,Park,Tired,0,Wednesday,1,High
510,2025-06-05,17959,1997.58,12.7,393,2.5,67,,Rain,Home,Stressed,0,Thursday,1,
698,2024-12-04,4334,1706.16,12.19,549,1.8,175,Running,Rain,Park,Stressed,0,Wednesday,1,High
460,2023-02-21,16655,1581.25,1.66,93,0.2,172,Cycling,Snow,Office,Neutral,0,Tuesday,1,Medium
86,2024-12-31,20499,2973.38,7.31,1253,0.2,74,Swimming,Snow,Office,Neutral,0,Tuesday,1,Medium
225,2024-06-23,28363,2677.41,17.38,1193,1.3,80,Walking,Rain,Other,Neutral,0,Sunday,1,Low
939,2024-08-26,29192,2703.75,18.45,1177,0.8,154,Swimming,Fog,Home,Happy,0,Monday,1,Medium
132,2023-05-25,5087,3557.11,10.01,1415,1.8,160,Swimming,Fog,Other,Happy,0,Thursday,1,Medium
548,2023-05-23,20878,3122.42,10.32,1320,1.9,64,Gym Workout,Clear,Gym,Stressed,0,Tuesday,1,High
294,2024-04-20,7848,2584.33,10.53,1226,1.5,103,Gym Workout,Rain,Home,Neutral,0,Saturday,1,High
119,2023-10-18,16199,1679.72,2.43,738,2.4,117,Gym Workout,Clear,Home,Stressed,0,Wednesday,1,High
183,2024-10-01,404,3738.81,10.19,259,2.3,137,,Snow,Home,Tired,0,Tuesday,1,
770,2023-05-07,20030,3613.26,2.35,144,2.2,117,,Fog,Home,Neutral,0,Sunday,1,
856,2023-08-24,19743,3903.97,12.18,1397,2.4,89,Swimming,Rain,Other,Stressed,0,Thursday,1,Medium
777,2023-06-04,26019,2865.95,7.03,370,1.5,136,Walking,Clear,Other,Stressed,0,Sunday,1,Low
126,2025-02-01,24581,3901.87,16.61,528,1.6,159,Gym Workout,Fog,Gym,Tired,0,Saturday,1,High
303,2024-10-11,8797,2856.82,14.37,352,2.5,111,Cycling,Fog,Park,Happy,0,Friday,1,Medium
300,2025-04-14,29046,2713.86,9.1,893,2.1,106,Running,Snow,Gym,Neutral,0,Monday,1,High
312,2023-04-29,7514,1593.91,2.77,496,0.0,167,Running,Fog,Office,Stressed,0,Saturday,1,High
749,2023-02-17,17421,3073.5,4.47,833,3.0,64,Swimming,Snow,Park,Happy,0,Friday,1,Medium
359,2023-10-25,17850,3567.37,16.75,2,0.5,76,Cycling,Snow,Park,Neutral,0,Wednesday,1,Medium
427,2024-02-04,16783,1692.17,4.68,1426,2.3,176,Walking,Clear,Office,Neutral,0,Sunday,1,Low
11,2024-04-13,24104,2529.46,2.41,1288,1.0,174,Swimming,Fog,Gym,Tired,0,Saturday,1,Medium
96,2025-09-21,18083,1649.46,3.73,386,2.7,152,Cycling,Fog,Other,Stressed,0,Sunday,1,Medium
29,2023-01-05,25166,3469.54,8.84,1210,1.8,111,Swimming,Snow,Park,Stressed,0,Thursday,1,Medium
580,2024-10-14,27879,3089.89,6.49,1122,1.3,66,Walking,Clear,Office,Happy,0,Monday,1,Low
734,2023-02-17,18602,3962.04,1.83,173,2.3,179,Running,Snow,Office,Tired,0,Friday,1,High
174,2025-03-19,22921,3332.33,8.41,373,0.6,159,Walking,Fog,Home,Tired,0,Wednesday,1,Low
188,2023-12-24,23320,2769.59,14.36,73,0.5,93,,Clear,Home,Stressed,0,Sunday,1,
148,2024-08-23,20219,1679.83,13.34,694,1.6,69,Running,Clear,Park,Happy,0,Friday,1,High
546,2025-05-06,14751,1670.38,17.14,680,2.1,139,Swimming,Rain,Other,Neutral,0,Tuesday,1,Medium
842,2023-02-14,9210,2280.65,9.21,650,2.1,174,,Snow,Other,Tired,0,Tuesday,1,
652,2025-03-22,13395,2720.81,5.12,410,2.4,123,Swimming,Clear,Home,Tired,0,Saturday,1,Medium
78,2023-06-28,24142,3099.73,8.2,540,2.1,141,Cycling,Snow,Other,Stressed,0,Wednesday,1,Medium
541,2023-10-18,19260,1744.8,10.51,981,2.3,101,Running,Snow,Gym,Happy,0,Wednesday,1,High
255,2024-04-08,5924,3990.52,3.73,872,2.2,105,Swimming,Snow,Gym,Stressed,0,Monday,1,Medium
542,2024-09-09,28158,3241.95,14.25,1297,2.4,138,Cycling,Fog,Gym,Happy,0,Monday,1,Medium
931,2023-09-20,24623,3819.53,18.15,1267,2.1,78,Swimming,Rain,Office,Happy,0,Wednesday,1,Medium
557,2023-02-15,5269,3418.31,6.64,531,2.5,120,Cycling,Clear,Park,Happy,0,Wednesday,1,Medium
146,2025-02-16,8584,3569.79,10.79,568,0.3,167,Swimming,Clear,Office,Happy,0,Sunday,1,Medium
276,2025-06-08,22969,3608.24,2.3,1025,2.6,142,Running,Clear,Park,Tired,0,Sunday,1,High
482,2023-10-09,9821,2222.73,5.44,3,2.0,170,Cycling,Rain,Office,Stressed,0,Monday,1,Medium
144,2023-09-07,272,3616.33,12.01,913,3.0,86,Running,Rain,Park,Neutral,0,Thursday,1,High
5,2023-05-22,10373,3772.99,2.45,1359,2.8,64,Running,Fog,Other,Happy,0,Monday,1,High
640,2023-05-17,28266,3690.44,9.13,899,0.5,91,Swimming,Fog,Gym,Neutral,0,Wednesday,1,Medium
765,2025-02-12,7955,3051.53,18.19,1206,1.9,89,Yoga,Fog,Park,Stressed,0,Wednesday,1,Low
328,2025-08-03,2755,1573.4,5.67,751,2.3,167,Swimming,Snow,Other,Stressed,0,Sunday,1,Medium
960,2025-08-01,26680,3288.74,4.96,1170,2.7,165,Walking,Clear,Other,Stressed,0,Friday,1,Low
